ts_id,station_name,station_latitude,station_longitude,station_no,station_id,metric,Precip_year_0000,Precip_month_0000,Precip_value_0000,Precip_quality_code_0000,Precip_year_0001,Precip_month_0001,Precip_value_0001,Precip_quality_code_0001,Precip_year_0002,Precip_month_0002,Precip_value_0002,Precip_quality_code_0002,Precip_year_0003,Precip_month_0003,Precip_value_0003,Precip_quality_code_0003,Precip_year_0004,Precip_month_0004,Precip_value_0004,Precip_quality_code_0004,Precip_year_0005,Precip_month_0005,Precip_value_0005,Precip_quality_code_0005,Precip_year_0006,Precip_month_0006,Precip_value_0006,Precip_quality_code_0006,Precip_year_0007,Precip_month_0007,Precip_value_0007,Precip_quality_code_0007,Precip_year_0008,Precip_month_0008,Precip_value_0008,Precip_quality_code_0008,Precip_year_0009,Precip_month_0009,Precip_value_0009,Precip_quality_code_0009,Precip_year_0010,Precip_month_0010,Precip_value_0010,Precip_quality_code_0010,Precip_year_0011,Precip_month_0011,Precip_value_0011,Precip_quality_code_0011,Precip_year_0100,Precip_month_0100,Precip_value_0100,Precip_quality_code_0100,Precip_year_0101,Precip_month_0101,Precip_value_0101,Precip_quality_code_0101,Precip_year_0102,Precip_month_0102,Precip_value_0102,Precip_quality_code_0102,Precip_year_0103,Precip_month_0103,Precip_value_0103,Precip_quality_code_0103,Precip_year_0104,Precip_month_0104,Precip_value_0104,Precip_quality_code_0104,Precip_year_0105,Precip_month_0105,Precip_value_0105,Precip_quality_code_0105,Precip_year_0106,Precip_month_0106,Precip_value_0106,Precip_quality_code_0106,Precip_year_0107,Precip_month_0107,Precip_value_0107,Precip_quality_code_0107,Precip_year_0108,Precip_month_0108,Precip_value_0108,Precip_quality_code_0108,Precip_year_0109,Precip_month_0109,Precip_value_0109,Precip_quality_code_0109,Precip_year_0110,Precip_month_0110,Precip_value_0110,Precip_quality_code_0110,Precip_year_0111,Precip_month_0111,Precip_value_0111,Precip_quality_code_0111,Precip_year_0200,Precip_month_0200,Precip_value_0200,Precip_quality_code_0200,Precip_year_0201,Precip_month_0201,Precip_value_0201,Precip_quality_code_0201,Precip_year_0202,Precip_month_0202,Precip_value_0202,Precip_quality_code_0202,Precip_year_0203,Precip_month_0203,Precip_value_0203,Precip_quality_code_0203,Precip_year_0204,Precip_month_0204,Precip_value_0204,Precip_quality_code_0204,Precip_year_0205,Precip_month_0205,Precip_value_0205,Precip_quality_code_0205,Precip_year_0206,Precip_month_0206,Precip_value_0206,Precip_quality_code_0206,Precip_year_0207,Precip_month_0207,Precip_value_0207,Precip_quality_code_0207,Precip_year_0208,Precip_month_0208,Precip_value_0208,Precip_quality_code_0208,Precip_year_0209,Precip_month_0209,Precip_value_0209,Precip_quality_code_0209,Precip_year_0210,Precip_month_0210,Precip_value_0210,Precip_quality_code_0210,Precip_year_0211,Precip_month_0211,Precip_value_0211,Precip_quality_code_0211,Precip_year_0300,Precip_month_0300,Precip_value_0300,Precip_quality_code_0300,Precip_year_0301,Precip_month_0301,Precip_value_0301,Precip_quality_code_0301,Precip_year_0302,Precip_month_0302,Precip_value_0302,Precip_quality_code_0302,Precip_year_0303,Precip_month_0303,Precip_value_0303,Precip_quality_code_0303,Precip_year_0304,Precip_month_0304,Precip_value_0304,Precip_quality_code_0304,Precip_year_0305,Precip_month_0305,Precip_value_0305,Precip_quality_code_0305,Precip_year_0306,Precip_month_0306,Precip_value_0306,Precip_quality_code_0306,Precip_year_0307,Precip_month_0307,Precip_value_0307,Precip_quality_code_0307,Precip_year_0308,Precip_month_0308,Precip_value_0308,Precip_quality_code_0308,Precip_year_0309,Precip_month_0309,Precip_value_0309,Precip_quality_code_0309,Precip_year_0310,Precip_month_0310,Precip_value_0310,Precip_quality_code_0310,Precip_year_0311,Precip_month_0311,Precip_value_0311,Precip_quality_code_0311,Precip_year_0400,Precip_month_0400,Precip_value_0400,Precip_quality_code_0400,Precip_year_0401,Precip_month_0401,Precip_value_0401,Precip_quality_code_0401,Precip_year_0402,Precip_month_0402,Precip_value_0402,Precip_quality_code_0402,Precip_year_0403,Precip_month_0403,Precip_value_0403,Precip_quality_code_0403,Precip_year_0404,Precip_month_0404,Precip_value_0404,Precip_quality_code_0404,Precip_year_0405,Precip_month_0405,Precip_value_0405,Precip_quality_code_0405,Precip_year_0406,Precip_month_0406,Precip_value_0406,Precip_quality_code_0406,Precip_year_0407,Precip_month_0407,Precip_value_0407,Precip_quality_code_0407,Precip_year_0408,Precip_month_0408,Precip_value_0408,Precip_quality_code_0408,Precip_year_0409,Precip_month_0409,Precip_value_0409,Precip_quality_code_0409,Precip_year_0410,Precip_month_0410,Precip_value_0410,Precip_quality_code_0410,Precip_year_0411,Precip_month_0411,Precip_value_0411,Precip_quality_code_0411
56454010,Rawburn Filters,55.79952646,-2.515607789,15128,36996,max,2018,05,86.7,254,2018,06,170.2,254,2018,07,134.5,254,2018,08,147.3,254,2018,09,161.6,254,2018,10,167.1,254,2018,11,202.3,254,2018,12,189.2,254,2019,01,208.6,254,2019,02,115.7,254,2019,03,96.8,254,2019,04,127.4,254,2019,05,86.7,254,2019,06,170.2,254,2019,07,134.5,254,2019,08,147.3,254,2019,09,161.6,254,2019,10,167.1,254,2019,11,202.3,254,2019,12,189.2,254,2020,01,208.6,254,2020,02,115.7,254,2020,03,96.8,254,2020,04,127.4,254,2020,05,86.7,254,2020,06,170.2,254,2020,07,134.5,254,2020,08,147.3,254,2020,09,161.6,254,2020,10,167.1,254,2020,11,202.3,254,2020,12,189.2,254
59086010,Toldrie,56.26660364,-2.675318166,337079,37776,max,2018,05,114.4,254,2018,06,165.6,254,2018,07,130.7,254,2018,08,192.4,254,2018,09,130.2,254,2018,10,145.5,254,2018,11,125.5,254,2018,12,125.1,254,2019,01,120.0,254,2019,02,101.6,254,2019,03,103.3,254,2019,04,104.5,254,2019,05,114.4,254,2019,06,165.6,254,2019,07,130.7,254,2019,08,192.4,254,2019,09,130.2,254,2019,10,145.5,254,2019,11,125.5,254,2019,12,125.1,254,2020,01,120.0,254,2020,02,101.6,254,2020,03,103.3,254,2020,04,104.5,254,2020,05,114.4,254,2020,06,165.6,254,2020,07,130.7,254,2020,08,192.4,254,2020,09,130.2,254,2020,10,145.5,254,2020,11,125.5,254,2020,12,125.1,254,2021,01,120.0,254,2021,02,101.6,254,2021,03,103.3,254,2021,04,104.5,254,2021,05,114.4,254,2021,06,165.6,254,2021,07,130.7,254,2021,08,192.4,254,2021,09,130.2,254,2021,10,145.5,254,2021,11,125.5,254,2021,12,125.1,254
55859010,Gordon Arms,55.51137227,-3.096406906,14984,36790,max,2018,05,124.2,254,2018,06,162.6,254,2018,07,145.0,254,2018,08,224.6,254,2018,09,173.6,254,2018,10,219.4,254,2018,11,274.0,254,2018,12,296.4,254,2019,01,198.8,254,2019,02,263.6,254,2019,03,147.4,254,2019,04,119.8,254,2019,05,124.2,254,2019,06,162.6,254,2019,07,145.0,254,2019,08,224.6,254,2019,09,173.6,254,2019,10,219.4,254,2019,11,274.0,254,2019,12,296.4,254,2020,01,198.8,254,2020,02,263.6,254,2020,03,147.4,254,2020,04,119.8,254,2020,05,124.2,254,2020,06,162.6,254,2020,07,145.0,254,2020,08,224.6,254,2020,09,173.6,254,2020,10,219.4,254,2020,11,274.0,254,2020,12,296.4,254,2021,01,198.8,254,2021,02,263.6,254,2021,03,147.4,254,2021,04,119.8,254,2021,05,124.2,254,2021,06,162.6,254,2021,07,145.0,254,2021,08,224.6,254,2021,09,173.6,254,2021,10,219.4,254,2021,11,274.0,254,2021,12,296.4,254,2022,01,198.8,254,2022,02,263.6,254,2022,03,147.4,254,2022,04,119.8,254,2022,05,124.2,254,2022,06,162.6,254,2022,07,145.0,254,2022,08,224.6,254,2022,09,173.6,254,2022,10,219.4,254,2022,11,274.0,254,2022,12,296.4,254,2023,01,198.8,254,2023,02,263.6,254,2023,03,147.4,254,2023,04,119.8,254
51995010,Brigton,55.03779638,-4.566314357,115521,35752,max,2018,05,178.6,200,2018,06,188.2,200,2018,07,199.6,200,2018,08,284.8,200,2018,09,223.8,200,2018,10,298.0,200,2018,11,267.4,200,2018,12,366.0,200,2019,01,299.0,200,2019,02,283.2,200,2019,03,196.4,200,2019,04,133.8,200,2019,05,178.6,200,2019,06,188.2,200,2019,07,199.6,200,2019,08,284.8,200,2019,09,223.8,200,2019,10,298.0,200,2019,11,267.4,200,2019,12,366.0,200,2020,01,299.0,200,2020,02,283.2,200,2020,03,196.4,200,2020,04,133.8,200,2020,05,178.6,200,2020,06,188.2,200,2020,07,199.6,200,2020,08,284.8,200,2020,09,223.8,200,2020,10,298.0,200,2020,11,267.4,200,2020,12,366.0,200,2021,01,299.0,200,2021,02,283.2,200,2021,03,196.4,200,2021,04,133.8,200,2021,05,178.6,200,2021,06,188.2,200,2021,07,199.6,200,2021,08,284.8,200,2021,09,223.8,200,2021,10,298.0,200,2021,11,267.4,200,2021,12,366.0,200,2022,01,299.0,200,2022,02,283.2,200,2022,03,196.4,200,2022,04,133.8,200,2022,05,178.6,200,2022,06,188.2,200,2022,07,199.6,200,2022,08,284.8,200,2022,09,223.8,200,2022,10,298.0,200,2022,11,267.4,200,2022,12,366.0,200,2023,01,299.0,200,2023,02,283.2,200,2023,03,196.4,200,2023,04,133.8,200
56563010,Strathyre,56.32054504,-4.328975608,15172,37048,max,2018,05,291.8,254,2018,06,249.2,254,2018,07,211.2,254,2018,08,299.0,254,2018,09,308.6,254,2018,10,435.6,254,2018,11,402.8,254,2018,12,591.2,254,2019,01,489.8,254,2019,02,529.8,254,2019,03,499.2,254,2019,04,208.8,254,2019,05,291.8,254,2019,06,249.2,254,2019,07,211.2,254,2019,08,299.0,254,2019,09,308.6,254,2019,10,435.6,254,2019,11,402.8,254,2019,12,591.2,254,2020,01,489.8,254,2020,02,529.8,254,2020,03,499.2,254,2020,04,208.8,254,2020,05,291.8,254,2020,06,249.2,254,2020,07,211.2,254,2020,08,299.0,254,2020,09,308.6,254,2020,10,435.6,254,2020,11,402.8,254,2020,12,591.2,254,2021,01,489.8,254,2021,02,529.8,254,2021,03,499.2,254,2021,04,208.8,254,2021,05,291.8,254,2021,06,249.2,254,2021,07,211.2,254,2021,08,299.0,254,2021,09,308.6,254,2021,10,435.6,254,2021,11,402.8,254,2021,12,591.2,254,2022,01,489.8,254,2022,02,529.8,254,2022,03,499.2,254,2022,04,208.8,254,2022,05,291.8,254,2022,06,249.2,254,2022,07,211.2,254,2022,08,299.0,254,2022,09,308.6,254,2022,10,435.6,254,2022,11,402.8,254,2022,12,591.2,254,2023,01,489.8,254,2023,02,529.8,254,2023,03,499.2,254,2023,04,208.8,254
58953010,Ord,57.15038733,-5.939815958,335978,37726,max,2018,05,279.1,254,2018,06,140.6,254,2018,07,202.2,254,2018,08,259.8,254,2018,09,285.0,254,2018,10,374.3,254,2018,11,306.7,254,2018,12,336.6,254,2019,01,310.5,254,2019,02,260.4,254,2019,03,229.2,254,2019,04,172.0,254,2019,05,279.1,254,2019,06,140.6,254,2019,07,202.2,254,2019,08,259.8,254,2019,09,285.0,254,2019,10,374.3,254,2019,11,306.7,254,2019,12,336.6,254,2020,01,310.5,254,2020,02,260.4,254,2020,03,229.2,254,2020,04,172.0,254,2020,05,279.1,254,2020,06,140.6,254,2020,07,202.2,254,2020,08,259.8,254,2020,09,285.0,254,2020,10,374.3,254,2020,11,306.7,254,2020,12,336.6,254,2021,01,310.5,254,2021,02,260.4,254,2021,03,229.2,254,2021,04,172.0,254,2021,05,279.1,254,2021,06,140.6,254,2021,07,202.2,254,2021,08,259.8,254,2021,09,285.0,254,2021,10,374.3,254,2021,11,306.7,254,2021,12,336.6,254,2022,01,310.5,254,2022,02,260.4,254,2022,03,229.2,254,2022,04,172.0,254,2022,05,279.1,254,2022,06,140.6,254,2022,07,202.2,254,2022,08,259.8,254,2022,09,285.0,254,2022,10,374.3,254,2022,11,306.7,254,2022,12,336.6,254
57755010,Kilphedir,58.14138911,-3.702814019,234253,37374,max,2018,05,149.6,254,2018,06,107.2,254,2018,07,102.8,254,2018,08,169.8,254,2018,09,128.8,254,2018,10,276.6,254,2018,11,232.8,254,2018,12,167.8,254,2019,01,195.4,254,2019,02,168.0,254,2019,03,124.8,254,2019,04,104.6,254,2019,05,149.6,254,2019,06,107.2,254,2019,07,102.8,254,2019,08,169.8,254,2019,09,128.8,254,2019,10,276.6,254,2019,11,232.8,254,2019,12,167.8,254,2020,01,195.4,254,2020,02,168.0,254,2020,03,124.8,254,2020,04,104.6,254,2020,05,149.6,254,2020,06,107.2,254,2020,07,102.8,254,2020,08,169.8,254,2020,09,128.8,254,2020,10,276.6,254,2020,11,232.8,254,2020,12,167.8,254,2021,01,195.4,254,2021,02,168.0,254,2021,03,124.8,254,2021,04,104.6,254,2021,05,149.6,254,2021,06,107.2,254,2021,07,102.8,254,2021,08,169.8,254,2021,09,128.8,254,2021,10,276.6,254,2021,11,232.8,254,2021,12,167.8,254,2022,01,195.4,254,2022,02,168.0,254,2022,03,124.8,254,2022,04,104.6,254,2022,05,149.6,254,2022,06,107.2,254,2022,07,102.8,254,2022,08,169.8,254,2022,09,128.8,254,2022,10,276.6,254,2022,11,232.8,254,2022,12,167.8,254,2023,01,195.4,254,2023,02,168.0,254,2023,03,124.8,254,2023,04,104.6,254
52264010,Meadowfoot,55.40534471,-3.799886702,115616,35876,max,2018,05,201.2,254,2018,06,214.6,254,2018,07,202.6,254,2018,08,317.8,254,2018,09,222.4,254,2018,10,274.0,254,2018,11,356.4,254,2018,12,410.6,254,2019,01,297.6,254,2019,02,350.6,254,2019,03,224.4,254,2019,04,175.4,254,2019,05,201.2,254,2019,06,214.6,254,2019,07,202.6,254,2019,08,317.8,254,2019,09,222.4,254,2019,10,274.0,254,2019,11,356.4,254,2019,12,410.6,254,2020,01,297.6,254,2020,02,350.6,254,2020,03,224.4,254,2020,04,175.4,254,2020,05,201.2,254,2020,06,214.6,254,2020,07,202.6,254,2020,08,317.8,254,2020,09,222.4,254,2020,10,274.0,254,2020,11,356.4,254,2020,12,410.6,254,2021,01,297.6,254,2021,02,350.6,254,2021,03,224.4,254,2021,04,175.4,254,2021,05,201.2,254,2021,06,214.6,254,2021,07,202.6,254,2021,08,317.8,254,2021,09,222.4,254,2021,10,274.0,254,2021,11,356.4,254,2021,12,410.6,254,2022,01,297.6,254,2022,02,350.6,254,2022,03,224.4,254,2022,04,175.4,254,2022,05,201.2,254,2022,06,214.6,254,2022,07,202.6,254,2022,08,317.8,254,2022,09,222.4,254,2022,10,274.0,254,2022,11,356.4,254,2022,12,410.6,254,2023,01,297.6,254,2023,02,350.6,254,2023,03,224.4,254,2023,04,175.4,254
56351010,South Drumdowie No 2,56.30034834,-3.837277041,15098,36944,max,2018,05,165.7,254,2018,06,161.9,254,2018,07,214.9,254,2018,08,229.9,254,2018,09,180.4,254,2018,10,248.2,254,2018,11,267.9,254,2018,12,367.4,254,2019,01,319.7,254,2019,02,350.4,254,2019,03,173.2,254,2019,04,116.9,254,2019,05,165.7,254,2019,06,161.9,254,2019,07,214.9,254,2019,08,229.9,254,2019,09,180.4,254,2019,10,248.2,254,2019,11,267.9,254,2019,12,367.4,254,2020,01,319.7,254,2020,02,350.4,254,2020,03,173.2,254,2020,04,116.9,254,2020,05,165.7,254,2020,06,161.9,254,2020,07,214.9,254,2020,08,229.9,254,2020,09,180.4,254,2020,10,248.2,254,2020,11,267.9,254,2020,12,367.4,254,2021,01,319.7,254,2021,02,350.4,254,2021,03,173.2,254,2021,04,116.9,254,2021,05,165.7,254,2021,06,161.9,254,2021,07,214.9,254,2021,08,229.9,254,2021,09,180.4,254,2021,10,248.2,254,2021,11,267.9,254,2021,12,367.4,254
51688010,Anaheilt,56.70184457,-5.57126135,115307,35608,max,2018,05,395.8,254,2018,06,216.8,254,2018,07,232.4,254,2018,08,318.2,254,2018,09,412.5,254,2018,10,484.1,254,2018,11,427.5,254,2018,12,572.9,254,2019,01,484.1,254,2019,02,493.1,254,2019,03,366.5,254,2019,04,216.5,254,2019,05,395.8,254,2019,06,216.8,254,2019,07,232.4,254,2019,08,318.2,254,2019,09,412.5,254,2019,10,484.1,254,2019,11,427.5,254,2019,12,572.9,254,2020,01,484.1,254,2020,02,493.1,254,2020,03,366.5,254,2020,04,216.5,254,2020,05,395.8,254,2020,06,216.8,254,2020,07,232.4,254,2020,08,318.2,254,2020,09,412.5,254,2020,10,484.1,254,2020,11,427.5,254,2020,12,572.9,254,2021,01,484.1,254,2021,02,493.1,254,2021,03,366.5,254,2021,04,216.5,254,2021,05,395.8,254,2021,06,216.8,254,2021,07,232.4,254,2021,08,318.2,254,2021,09,412.5,254,2021,10,484.1,254,2021,11,427.5,254,2021,12,572.9,254
