ts_id,station_name,station_latitude,station_longitude,station_no,station_id,metric,TideLVL_year_0000,TideLVL_month_0000,TideLVL_value_0000,TideLVL_quality_code_0000,TideLVL_year_0001,TideLVL_month_0001,TideLVL_value_0001,TideLVL_quality_code_0001,TideLVL_year_0002,TideLVL_month_0002,TideLVL_value_0002,TideLVL_quality_code_0002,TideLVL_year_0003,TideLVL_month_0003,TideLVL_value_0003,TideLVL_quality_code_0003,TideLVL_year_0004,TideLVL_month_0004,TideLVL_value_0004,TideLVL_quality_code_0004,TideLVL_year_0005,TideLVL_month_0005,TideLVL_value_0005,TideLVL_quality_code_0005,TideLVL_year_0006,TideLVL_month_0006,TideLVL_value_0006,TideLVL_quality_code_0006,TideLVL_year_0007,TideLVL_month_0007,TideLVL_value_0007,TideLVL_quality_code_0007,TideLVL_year_0008,TideLVL_month_0008,TideLVL_value_0008,TideLVL_quality_code_0008,TideLVL_year_0009,TideLVL_month_0009,TideLVL_value_0009,TideLVL_quality_code_0009,TideLVL_year_0010,TideLVL_month_0010,TideLVL_value_0010,TideLVL_quality_code_0010,TideLVL_year_0011,TideLVL_month_0011,TideLVL_value_0011,TideLVL_quality_code_0011,TideLVL_year_0100,TideLVL_month_0100,TideLVL_value_0100,TideLVL_quality_code_0100,TideLVL_year_0101,TideLVL_month_0101,TideLVL_value_0101,TideLVL_quality_code_0101,TideLVL_year_0102,TideLVL_month_0102,TideLVL_value_0102,TideLVL_quality_code_0102,TideLVL_year_0103,TideLVL_month_0103,TideLVL_value_0103,TideLVL_quality_code_0103,TideLVL_year_0104,TideLVL_month_0104,TideLVL_value_0104,TideLVL_quality_code_0104,TideLVL_year_0105,TideLVL_month_0105,TideLVL_value_0105,TideLVL_quality_code_0105,TideLVL_year_0106,TideLVL_month_0106,TideLVL_value_0106,TideLVL_quality_code_0106,TideLVL_year_0107,TideLVL_month_0107,TideLVL_value_0107,TideLVL_quality_code_0107,TideLVL_year_0108,TideLVL_month_0108,TideLVL_value_0108,TideLVL_quality_code_0108,TideLVL_year_0109,TideLVL_month_0109,TideLVL_value_0109,TideLVL_quality_code_0109,TideLVL_year_0110,TideLVL_month_0110,TideLVL_value_0110,TideLVL_quality_code_0110,TideLVL_year_0111,TideLVL_month_0111,TideLVL_value_0111,TideLVL_quality_code_0111,TideLVL_year_0200,TideLVL_month_0200,TideLVL_value_0200,TideLVL_quality_code_0200,TideLVL_year_0201,TideLVL_month_0201,TideLVL_value_0201,TideLVL_quality_code_0201,TideLVL_year_0202,TideLVL_month_0202,TideLVL_value_0202,TideLVL_quality_code_0202,TideLVL_year_0203,TideLVL_month_0203,TideLVL_value_0203,TideLVL_quality_code_0203,TideLVL_year_0204,TideLVL_month_0204,TideLVL_value_0204,TideLVL_quality_code_0204,TideLVL_year_0205,TideLVL_month_0205,TideLVL_value_0205,TideLVL_quality_code_0205,TideLVL_year_0206,TideLVL_month_0206,TideLVL_value_0206,TideLVL_quality_code_0206,TideLVL_year_0207,TideLVL_month_0207,TideLVL_value_0207,TideLVL_quality_code_0207,TideLVL_year_0208,TideLVL_month_0208,TideLVL_value_0208,TideLVL_quality_code_0208,TideLVL_year_0209,TideLVL_month_0209,TideLVL_value_0209,TideLVL_quality_code_0209,TideLVL_year_0210,TideLVL_month_0210,TideLVL_value_0210,TideLVL_quality_code_0210,TideLVL_year_0211,TideLVL_month_0211,TideLVL_value_0211,TideLVL_quality_code_0211,TideLVL_year_0300,TideLVL_month_0300,TideLVL_value_0300,TideLVL_quality_code_0300,TideLVL_year_0301,TideLVL_month_0301,TideLVL_value_0301,TideLVL_quality_code_0301,TideLVL_year_0302,TideLVL_month_0302,TideLVL_value_0302,TideLVL_quality_code_0302,TideLVL_year_0303,TideLVL_month_0303,TideLVL_value_0303,TideLVL_quality_code_0303,TideLVL_year_0304,TideLVL_month_0304,TideLVL_value_0304,TideLVL_quality_code_0304,TideLVL_year_0305,TideLVL_month_0305,TideLVL_value_0305,TideLVL_quality_code_0305,TideLVL_year_0306,TideLVL_month_0306,TideLVL_value_0306,TideLVL_quality_code_0306,TideLVL_year_0307,TideLVL_month_0307,TideLVL_value_0307,TideLVL_quality_code_0307,TideLVL_year_0308,TideLVL_month_0308,TideLVL_value_0308,TideLVL_quality_code_0308,TideLVL_year_0309,TideLVL_month_0309,TideLVL_value_0309,TideLVL_quality_code_0309,TideLVL_year_0310,TideLVL_month_0310,TideLVL_value_0310,TideLVL_quality_code_0310,TideLVL_year_0311,TideLVL_month_0311,TideLVL_value_0311,TideLVL_quality_code_0311,TideLVL_year_0400,TideLVL_month_0400,TideLVL_value_0400,TideLVL_quality_code_0400,TideLVL_year_0401,TideLVL_month_0401,TideLVL_value_0401,TideLVL_quality_code_0401,TideLVL_year_0402,TideLVL_month_0402,TideLVL_value_0402,TideLVL_quality_code_0402,TideLVL_year_0403,TideLVL_month_0403,TideLVL_value_0403,TideLVL_quality_code_0403,TideLVL_year_0404,TideLVL_month_0404,TideLVL_value_0404,TideLVL_quality_code_0404,TideLVL_year_0405,TideLVL_month_0405,TideLVL_value_0405,TideLVL_quality_code_0405,TideLVL_year_0406,TideLVL_month_0406,TideLVL_value_0406,TideLVL_quality_code_0406,TideLVL_year_0407,TideLVL_month_0407,TideLVL_value_0407,TideLVL_quality_code_0407,TideLVL_year_0408,TideLVL_month_0408,TideLVL_value_0408,TideLVL_quality_code_0408,TideLVL_year_0409,TideLVL_month_0409,TideLVL_value_0409,TideLVL_quality_code_0409,TideLVL_year_0410,TideLVL_month_0410,TideLVL_value_0410,TideLVL_quality_code_0410,TideLVL_year_0411,TideLVL_month_0411,TideLVL_value_0411,TideLVL_quality_code_0411
60706010,Eriskay Tide Gauge,57.07060705,-7.309059721,511674,38250,max,2018,05,1.976,50,2018,06,2.055,50,2018,07,1.945,50,2018,08,2.249,100,2018,09,2.174,150,2018,10,2.438,100,2018,11,2.275,100,2018,12,2.119,150,2019,01,2.544,150,2019,02,2.305,150,2019,03,2.482,50,2019,04,2.161,50,2019,05,1.976,50,2019,06,2.055,50,2019,07,1.945,50,2019,08,2.249,100,2019,09,2.174,150,2019,10,2.438,100,2019,11,2.275,100,2019,12,2.119,150,2020,01,2.544,150,2020,02,2.305,150,2020,03,2.482,50,2020,04,2.161,50,2020,05,1.976,50,2020,06,2.055,50,2020,07,1.945,50,2020,08,2.249,100,2020,09,2.174,150,2020,10,2.438,100,2020,11,2.275,100,2020,12,2.119,150,2021,01,2.544,150,2021,02,2.305,150,2021,03,2.482,50,2021,04,2.161,50,2021,05,1.976,50,2021,06,2.055,50,2021,07,1.945,50,2021,08,2.249,100,2021,09,2.174,150,2021,10,2.438,100,2021,11,2.275,100,2021,12,2.119,150,2022,01,2.544,150,2022,02,2.305,150,2022,03,2.482,50,2022,04,2.161,50,2022,05,1.976,50,2022,06,2.055,50,2022,07,1.945,50,2022,08,2.249,100,2022,09,2.174,150,2022,10,2.438,100,2022,11,2.275,100,2022,12,2.119,150,2023,01,2.544,150,2023,02,2.305,150,2023,03,2.482,50,2023,04,2.161,50
61078010,Stromness Tide Gauge,58.96195697,-3.297046663,536544,38358,max,2018,05,2.482,100,2018,06,2.582,50,2018,07,2.496,150,2018,08,2.699,100,2018,09,2.721,100,2018,10,2.84,100,2018,11,2.893,100,2018,12,2.962,100,2019,01,2.995,100,2019,02,3.0,50,2019,03,2.921,100,2019,04,2.486,50,2019,05,2.482,100,2019,06,2.582,50,2019,07,2.496,150,2019,08,2.699,100,2019,09,2.721,100,2019,10,2.84,100,2019,11,2.893,100,2019,12,2.962,100,2020,01,2.995,100,2020,02,3.0,50,2020,03,2.921,100,2020,04,2.486,50,2020,05,2.482,100,2020,06,2.582,50,2020,07,2.496,150,2020,08,2.699,100,2020,09,2.721,100,2020,10,2.84,100,2020,11,2.893,100,2020,12,2.962,100,2021,01,2.995,100,2021,02,3.0,50,2021,03,2.921,100,2021,04,2.486,50,2021,05,2.482,100,2021,06,2.582,50,2021,07,2.496,150,2021,08,2.699,100,2021,09,2.721,100,2021,10,2.84,100,2021,11,2.893,100,2021,12,2.962,100,2022,01,2.995,100,2022,02,3.0,50,2022,03,2.921,100,2022,04,2.486,50,2022,05,2.482,100,2022,06,2.582,50,2022,07,2.496,150,2022,08,2.699,100,2022,09,2.721,100,2022,10,2.84,100,2022,11,2.893,100,2022,12,2.962,100,2023,01,2.995,100,2023,02,3.0,50,2023,03,2.921,100,2023,04,2.486,50
60741010,Berneray Tide Gauge,57.714282,-7.169577693,511675,38256,max,2018,05,2.28,150,2018,06,2.12,150,2018,07,2.409,150,2018,08,2.603,150,2018,09,2.567,150,2018,10,2.593,150,2018,11,2.584,150,2018,12,2.51,254,2019,01,2.865,150,2019,02,2.835,254,2019,03,2.855,150,2019,04,2.421,150,2019,05,2.28,150,2019,06,2.12,150,2019,07,2.409,150,2019,08,2.603,150,2019,09,2.567,150,2019,10,2.593,150,2019,11,2.584,150,2019,12,2.51,254,2020,01,2.865,150,2020,02,2.835,254,2020,03,2.855,150,2020,04,2.421,150,2020,05,2.28,150,2020,06,2.12,150,2020,07,2.409,150,2020,08,2.603,150,2020,09,2.567,150,2020,10,2.593,150,2020,11,2.584,150,2020,12,2.51,254,2021,01,2.865,150,2021,02,2.835,254,2021,03,2.855,150,2021,04,2.421,150,2021,05,2.28,150,2021,06,2.12,150,2021,07,2.409,150,2021,08,2.603,150,2021,09,2.567,150,2021,10,2.593,150,2021,11,2.584,150,2021,12,2.51,254,2022,01,2.865,150,2022,02,2.835,254,2022,03,2.855,150,2022,04,2.421,150,2022,05,2.28,150,2022,06,2.12,150,2022,07,2.409,150,2022,08,2.603,150,2022,09,2.567,150,2022,10,2.593,150,2022,11,2.584,150,2022,12,2.51,254,2023,01,2.865,150,2023,02,2.835,254,2023,03,2.855,150,2023,04,2.421,150
57115010,Clachnaharry,57.4905025,-4.263020458,234184,37216,max,2018,05,2.797,50,2018,06,2.811,50,2018,07,3.017,100,2018,08,3.409,100,2018,09,3.146,50,2018,10,3.262,50,2018,11,3.27,100,2018,12,3.48,50,2019,01,3.476,50,2019,02,3.433,100,2019,03,3.182,50,2019,04,2.946,100,2019,05,2.797,50,2019,06,2.811,50,2019,07,3.017,100,2019,08,3.409,100,2019,09,3.146,50,2019,10,3.262,50,2019,11,3.27,100,2019,12,3.48,50,2020,01,3.476,50,2020,02,3.433,100,2020,03,3.182,50,2020,04,2.946,100,2020,05,2.797,50,2020,06,2.811,50,2020,07,3.017,100,2020,08,3.409,100,2020,09,3.146,50,2020,10,3.262,50,2020,11,3.27,100,2020,12,3.48,50,2021,01,3.476,50,2021,02,3.433,100,2021,03,3.182,50,2021,04,2.946,100,2021,05,2.797,50,2021,06,2.811,50,2021,07,3.017,100,2021,08,3.409,100,2021,09,3.146,50,2021,10,3.262,50,2021,11,3.27,100,2021,12,3.48,50,2022,01,3.476,50,2022,02,3.433,100,2022,03,3.182,50,2022,04,2.946,100,2022,05,2.797,50,2022,06,2.811,50,2022,07,3.017,100,2022,08,3.409,100,2022,09,3.146,50,2022,10,3.262,50,2022,11,3.27,100,2022,12,3.48,50,2023,01,3.476,50,2023,02,3.433,100,2023,03,3.182,50,2023,04,2.946,100
60227010,Oban Tidal,56.41160383,-5.480662403,490749,38116,max,2018,05,5.286,100,2018,06,5.287,50,2018,07,5.288,50,2018,08,5.468,100,2018,09,5.359,100,2018,10,5.675,50,2018,11,5.465,100,2018,12,5.76,50,2019,01,6.125,254,2019,02,5.56,100,2019,03,5.716,100,2019,04,5.369,100,2019,05,5.286,100,2019,06,5.287,50,2019,07,5.288,50,2019,08,5.468,100,2019,09,5.359,100,2019,10,5.675,50,2019,11,5.465,100,2019,12,5.76,50,2020,01,6.125,254,2020,02,5.56,100,2020,03,5.716,100,2020,04,5.369,100,2020,05,5.286,100,2020,06,5.287,50,2020,07,5.288,50,2020,08,5.468,100,2020,09,5.359,100,2020,10,5.675,50,2020,11,5.465,100,2020,12,5.76,50,2021,01,6.125,254,2021,02,5.56,100,2021,03,5.716,100,2021,04,5.369,100,2021,05,5.286,100,2021,06,5.287,50,2021,07,5.288,50,2021,08,5.468,100,2021,09,5.359,100,2021,10,5.675,50,2021,11,5.465,100,2021,12,5.76,50,2022,01,6.125,254,2022,02,5.56,100,2022,03,5.716,100,2022,04,5.369,100,2022,05,5.286,100,2022,06,5.287,50,2022,07,5.288,50,2022,08,5.468,100,2022,09,5.359,100,2022,10,5.675,50,2022,11,5.465,100,2022,12,5.76,50,2023,01,6.125,254,2023,02,5.56,100,2023,03,5.716,100,2023,04,5.369,100
53647010,Renfrew Tide Gauge,55.88537088,-4.382885201,133138,36246,max,2018,05,5.241,200,2018,06,5.39,200,2018,07,5.639,200,2018,08,5.2,200,2018,09,5.455,200,2018,10,5.849,200,2018,11,5.791,200,2018,12,6.503,200,2019,01,6.292,200,2019,02,5.995,200,2019,03,5.753,200,2019,04,5.231,200,2019,05,5.241,200,2019,06,5.39,200,2019,07,5.639,200,2019,08,5.2,200,2019,09,5.455,200,2019,10,5.849,200,2019,11,5.791,200,2019,12,6.503,200,2020,01,6.292,200,2020,02,5.995,200,2020,03,5.753,200,2020,04,5.231,200,2020,05,5.241,200,2020,06,5.39,200,2020,07,5.639,200,2020,08,5.2,200,2020,09,5.455,200,2020,10,5.849,200,2020,11,5.791,200,2020,12,6.503,200,2021,01,6.292,200,2021,02,5.995,200,2021,03,5.753,200,2021,04,5.231,200,2021,05,5.241,200,2021,06,5.39,200,2021,07,5.639,200,2021,08,5.2,200,2021,09,5.455,200,2021,10,5.849,200,2021,11,5.791,200,2021,12,6.503,200,2022,01,6.292,200,2022,02,5.995,200,2022,03,5.753,200,2022,04,5.231,200,2022,05,5.241,200,2022,06,5.39,200,2022,07,5.639,200,2022,08,5.2,200,2022,09,5.455,200,2022,10,5.849,200,2022,11,5.791,200,2022,12,6.503,200,2023,01,6.292,200,2023,02,5.995,200,2023,03,5.753,200,2023,04,5.231,200
59518010,Gourock Tide Gauge,55.96030471,-4.814267835,363624,37900,max,2018,05,4.103,50,2018,06,4.558,50,2018,07,4.329,100,2018,08,4.52,100,2018,09,4.308,254,2018,10,4.923,254,2018,11,6.01,254,2018,12,9.974,254,2019,01,9.983,254,2019,02,4.907,50,2019,03,4.407,50,2019,04,4.464,50,2019,05,4.103,50,2019,06,4.558,50,2019,07,4.329,100,2019,08,4.52,100,2019,09,4.308,254,2019,10,4.923,254,2019,11,6.01,254,2019,12,9.974,254,2020,01,9.983,254,2020,02,4.907,50,2020,03,4.407,50,2020,04,4.464,50,2020,05,4.103,50,2020,06,4.558,50,2020,07,4.329,100,2020,08,4.52,100,2020,09,4.308,254,2020,10,4.923,254,2020,11,6.01,254,2020,12,9.974,254
59169010,Musselburgh Tidal,55.94722512,-3.048630228,341339,37804,max,2018,05,1.778,254,2018,06,2.039,200,2018,07,1.555,200,2018,08,1.755,200,2018,09,1.866,254,2018,10,1.865,200,2018,11,1.896,200,2018,12,2.095,200,2019,01,1.963,254,2019,02,1.898,200,2019,03,1.934,200,2019,04,1.679,254,2019,05,1.778,254,2019,06,2.039,200,2019,07,1.555,200,2019,08,1.755,200,2019,09,1.866,254,2019,10,1.865,200,2019,11,1.896,200,2019,12,2.095,200,2020,01,1.963,254,2020,02,1.898,200,2020,03,1.934,200,2020,04,1.679,254,2020,05,1.778,254,2020,06,2.039,200,2020,07,1.555,200,2020,08,1.755,200,2020,09,1.866,254,2020,10,1.865,200,2020,11,1.896,200,2020,12,2.095,200,2021,01,1.963,254,2021,02,1.898,200,2021,03,1.934,200,2021,04,1.679,254,2021,05,1.778,254,2021,06,2.039,200,2021,07,1.555,200,2021,08,1.755,200,2021,09,1.866,254,2021,10,1.865,200,2021,11,1.896,200,2021,12,2.095,200,2022,01,1.963,254,2022,02,1.898,200,2022,03,1.934,200,2022,04,1.679,254,2022,05,1.778,254,2022,06,2.039,200,2022,07,1.555,200,2022,08,1.755,200,2022,09,1.866,254,2022,10,1.865,200,2022,11,1.896,200,2022,12,2.095,200,2023,01,1.963,254,2023,02,1.898,200,2023,03,1.934,200,2023,04,1.679,254
57166010,Corpach,56.84179895,-5.123822546,234187,37226,max,2018,05,3.4,200,2018,06,2.825,200,2018,07,2.825,200,2018,08,3.057,100,2018,09,3.452,200,2018,10,3.363,100,2018,11,3.525,100,2018,12,4.352,200,2019,01,4.429,100,2019,02,3.505,150,2019,03,3.488,150,2019,04,2.974,100,2019,05,3.4,200,2019,06,2.825,200,2019,07,2.825,200,2019,08,3.057,100,2019,09,3.452,200,2019,10,3.363,100,2019,11,3.525,100,2019,12,4.352,200,2020,01,4.429,100,2020,02,3.505,150,2020,03,3.488,150,2020,04,2.974,100,2020,05,3.4,200,2020,06,2.825,200,2020,07,2.825,200,2020,08,3.057,100,2020,09,3.452,200,2020,10,3.363,100,2020,11,3.525,100,2020,12,4.352,200,2021,01,4.429,100,2021,02,3.505,150,2021,03,3.488,150,2021,04,2.974,100,2021,05,3.4,200,2021,06,2.825,200,2021,07,2.825,200,2021,08,3.057,100,2021,09,3.452,200,2021,10,3.363,100,2021,11,3.525,100,2021,12,4.352,200,2022,01,4.429,100,2022,02,3.505,150,2022,03,3.488,150,2022,04,2.974,100,2022,05,3.4,200,2022,06,2.825,200,2022,07,2.825,200,2022,08,3.057,100,2022,09,3.452,200,2022,10,3.363,100,2022,11,3.525,100,2022,12,4.352,200,2023,01,4.429,100,2023,02,3.505,150,2023,03,3.488,150,2023,04,2.974,100
53682010,Rothesay Tide Gauge,55.83882721,-5.052449446,133139,36252,max,2018,05,4.185,150,2018,06,4.232,150,2018,07,4.397,100,2018,08,4.404,100,2018,09,4.4,100,2018,10,4.628,150,2018,11,4.984,200,2018,12,4.648,254,2019,01,4.789,200,2019,02,5.081,200,2019,03,4.84,150,2019,04,4.19,200,2019,05,4.185,150,2019,06,4.232,150,2019,07,4.397,100,2019,08,4.404,100,2019,09,4.4,100,2019,10,4.628,150,2019,11,4.984,200,2019,12,4.648,254,2020,01,4.789,200,2020,02,5.081,200,2020,03,4.84,150,2020,04,4.19,200,2020,05,4.185,150,2020,06,4.232,150,2020,07,4.397,100,2020,08,4.404,100,2020,09,4.4,100,2020,10,4.628,150,2020,11,4.984,200,2020,12,4.648,254,2021,01,4.789,200,2021,02,5.081,200,2021,03,4.84,150,2021,04,4.19,200,2021,05,4.185,150,2021,06,4.232,150,2021,07,4.397,100,2021,08,4.404,100,2021,09,4.4,100,2021,10,4.628,150,2021,11,4.984,200,2021,12,4.648,254,2022,01,4.789,200,2022,02,5.081,200,2022,03,4.84,150,2022,04,4.19,200,2022,05,4.185,150,2022,06,4.232,150,2022,07,4.397,100,2022,08,4.404,100,2022,09,4.4,100,2022,10,4.628,150,2022,11,4.984,200,2022,12,4.648,254,2023,01,4.789,200,2023,02,5.081,200,2023,03,4.84,150,2023,04,4.19,200
