uprn,closest_Precip_station_id,closest_S_station_id,closest_TideLVL_station_id,distance_Precip_km,distance_S_km,distance_TideLVL_km
1002171123,37640,36036,36246,4.0,5.0,23.0
1002171168,38002,36564,36540,1.0,4.0,4.0
1001978988,38002,36564,36540,4.0,7.0,2.0
1001979863,35600,37258,37216,2.0,3.0,6.0
1002166772,37056,36446,37804,2.0,2.0,42.0
1002176391,38050,36454,36246,8.0,3.0,38.0
1002118786,37660,38336,35972,5.0,9.0,55.0
1002118788,37660,38336,35972,5.0,9.0,55.0
1002119150,35508,37452,35972,9.0,5.0,64.0
1001981207,37714,37452,35972,7.0,5.0,74.0
1002111118,37640,36036,36246,5.0,4.0,22.0
1002175739,37706,36564,36540,2.0,11.0,7.0
1002128719,35932,36024,36246,6.0,7.0,28.0
1002175740,37706,36564,36540,2.0,11.0,7.0
1002175744,37706,36564,36540,2.0,11.0,7.0
1002128898,37640,36036,36246,4.0,5.0,23.0
1002178757,37818,36124,36246,2.0,1.0,6.0
1002092561,36494,36494,36246,1.0,1.0,36.0
1002179536,37640,36048,36246,2.0,6.0,24.0
1002180558,37818,36124,36246,2.0,2.0,3.0
1002113021,35932,36024,36246,2.0,3.0,25.0
1002134282,35588,37452,35972,8.0,4.0,73.0
1002092565,36494,36494,36246,1.0,1.0,36.0
1002092709,36494,36494,36246,1.0,1.0,36.0
1002128758,35932,36024,36246,6.0,7.0,28.0
1002180809,37692,38328,37766,5.0,7.0,10.0
1002134916,38148,36216,36246,9.0,11.0,45.0
1002094192,35676,37272,38358,4.0,4.0,18.0
1002131128,35724,37648,36246,9.0,0.0,33.0
1002177132,35756,36132,36246,2.0,2.0,36.0
1002099475,35880,36326,38226,9.0,3.0,45.0
1001987081,35880,36378,38226,6.0,6.0,48.0
1002183367,38002,36564,36540,2.0,1.0,5.0
1002138224,37714,37930,37766,0.0,3.0,71.0
1002178177,38002,36564,36540,5.0,8.0,6.0
1002099540,35880,36326,38226,9.0,3.0,45.0
1002184042,37714,37452,35972,7.0,5.0,74.0
1002139835,37624,36056,36246,3.0,3.0,14.0
1002133032,37714,37930,37766,4.0,1.0,69.0
1001988198,37628,36190,36246,2.0,4.0,10.0
1001989080,37076,36400,37804,1.0,4.0,9.0
1002101607,37076,36400,37804,0.0,3.0,10.0
1002116595,37076,36424,37804,4.0,3.0,6.0
1002180024,37818,36124,36246,3.0,3.0,2.0
1002118790,37660,38336,35972,5.0,9.0,55.0
1002186850,37644,36152,37900,12.0,21.0,6.0
1002187945,35724,37606,36246,6.0,2.0,29.0
1002104019,35932,36024,36246,1.0,3.0,23.0
1002184115,38002,36564,36540,3.0,1.0,6.0
1002136476,36480,36480,36246,1.0,1.0,32.0
1002188956,38002,36564,36540,2.0,2.0,5.0
1001992535,35676,37272,38364,14.0,15.0,17.0
1002144841,37076,36424,37804,4.0,3.0,5.0
1002184164,36494,36494,36246,1.0,1.0,36.0
1002136956,38148,36082,36246,1.0,11.0,36.0
1002185133,37072,36404,37804,5.0,5.0,30.0
1002186970,38148,36082,36246,8.0,5.0,33.0
1002147685,37818,36124,36246,3.0,3.0,2.0
1002191568,38148,36082,36246,7.0,5.0,32.0
1002128718,35932,36024,36246,6.0,7.0,28.0
1002193576,37714,37930,37766,5.0,2.0,69.0
1002188472,37056,36454,36246,8.0,4.0,39.0
1002194361,37714,37452,35972,6.0,5.0,74.0
1002145149,37684,36604,36540,3.0,18.0,28.0
1002189467,37818,36052,36246,10.0,5.0,6.0
1002151663,38002,36564,36540,3.0,7.0,3.0
1002191560,37676,38484,37804,3.0,1.0,2.0
1002108759,35756,36132,36246,3.0,3.0,42.0
1001999574,37044,38042,36246,4.0,1.0,38.0
1002136190,37992,36400,37804,3.0,2.0,14.0
1002000763,35744,36044,36246,3.0,2.0,41.0
1002197578,35932,36082,36246,4.0,4.0,27.0
1002149322,36738,36744,36540,8.0,4.0,42.0
1002112801,35932,36024,36246,2.0,3.0,25.0
1002112926,37076,36424,37804,5.0,4.0,5.0
1002155425,35840,37620,36246,4.0,0.0,34.0
1002153360,38002,36564,36540,4.0,7.0,4.0
1002140053,37992,37992,37804,1.0,1.0,15.0
1002140403,37640,36024,36246,5.0,6.0,24.0
1002199865,38148,36432,37804,9.0,11.0,44.0
1002140630,35788,36124,36246,4.0,5.0,6.0
1002154097,37072,36404,37804,7.0,2.0,28.0
1002200277,37092,38484,37804,0.0,6.0,5.0
1002117206,37060,36428,37804,2.0,1.0,13.0
1002117464,38240,36168,36246,6.0,1.0,11.0
1002142735,35588,37448,37766,5.0,5.0,63.0
1002203083,35948,36108,36246,7.0,3.0,6.0
1002158250,37640,36036,36246,5.0,5.0,23.0
1002203995,36494,38042,36246,4.0,2.0,39.0
1002118785,37660,38336,35972,5.0,9.0,55.0
1002158570,37676,36424,37804,4.0,2.0,5.0
1002207589,37072,36404,37804,7.0,2.0,29.0
1002144112,37676,38484,37804,3.0,1.0,2.0
1002008954,36494,36494,36246,0.0,0.0,37.0
1002118830,37660,38336,35972,5.0,9.0,55.0
1002119009,35840,36212,36240,2.0,3.0,38.0
1002161435,37044,38042,36246,4.0,1.0,39.0
1002200310,35896,36308,38226,8.0,4.0,46.0
1002202356,37992,37992,37804,2.0,2.0,15.0
1002119828,37644,36152,37900,1.0,12.0,5.0
1002207979,37714,37930,37766,4.0,1.0,69.0
1002010837,37640,36048,36246,1.0,4.0,24.0
1002144816,38378,36136,36240,7.0,5.0,44.0
1002145106,37714,37930,37766,6.0,4.0,71.0
1002145243,37714,37930,37766,3.0,1.0,70.0
1000060446,37706,36564,36540,5.0,8.0,4.0
1002202606,37044,38042,36246,4.0,2.0,39.0
1002202683,37044,38042,36246,4.0,2.0,39.0
1002145341,37676,36424,37804,2.0,2.0,6.0
1002211181,37024,36490,36246,9.0,5.0,43.0
1002012220,35844,36280,38226,6.0,3.0,56.0
1002211811,35932,36024,36246,6.0,7.0,28.0
1002165390,38294,36424,37804,3.0,2.0,8.0
1002167094,38148,36082,36246,6.0,7.0,31.0
1002128756,35932,36024,36246,6.0,7.0,28.0
1002147124,37064,36438,37804,5.0,1.0,22.0
1002130877,38002,36564,36540,5.0,8.0,6.0
1002171073,37640,36036,36246,4.0,5.0,23.0
1002209081,37672,36416,37804,1.0,3.0,12.0
1002216438,35932,36024,36246,4.0,4.0,25.0
1002164106,37758,37360,35972,2.0,2.0,71.0
1002132856,37624,36036,36246,3.0,3.0,14.0
1002173240,37758,37360,35972,2.0,3.0,72.0
1002138236,37714,37930,37766,0.0,3.0,71.0
1002014919,35932,36024,36246,3.0,3.0,24.0
1002138263,37064,36396,37804,3.0,2.0,16.0
1002138286,37064,36442,37804,3.0,2.0,16.0
1002167721,35932,36024,36246,6.0,7.0,28.0
1002174368,37714,37930,37766,7.0,4.0,63.0
1002175733,37706,36564,36540,2.0,11.0,7.0
1002217003,37624,36036,36246,5.0,4.0,21.0
1002217097,37624,36036,36246,5.0,4.0,21.0
1002210851,35644,35978,37226,5.0,2.0,1.0
1002152238,37016,36486,37804,2.0,5.0,26.0
1002170366,38246,37582,37766,7.0,0.0,59.0
1002175736,37706,36564,36540,2.0,11.0,7.0
1002016310,38236,37594,37766,2.0,0.0,50.0
1002153371,38002,36564,36540,4.0,7.0,4.0
1002218342,35880,36378,38226,8.0,5.0,46.0
1002172556,35724,37606,36246,6.0,2.0,29.0
1002140622,35788,36124,36246,4.0,5.0,6.0
1002154103,37072,36404,37804,7.0,2.0,28.0
1002214696,37676,36424,37804,2.0,2.0,6.0
1002145049,38262,36262,38418,5.0,7.0,0.0
1002220706,37056,36446,36246,3.0,3.0,41.0
1002146399,37076,36400,37804,3.0,1.0,12.0
1002020897,35844,36280,38226,4.0,10.0,47.0
1002217081,37624,36036,36246,5.0,4.0,21.0
1002217088,37624,36036,36246,5.0,4.0,21.0
1002217089,37624,36036,36246,5.0,4.0,21.0
1002217121,37624,36036,36246,5.0,4.0,21.0
1002147290,35932,36082,36246,5.0,3.0,26.0
1002175738,37706,36564,36540,2.0,11.0,7.0
1002217267,37004,36866,38314,5.0,4.0,3.0
1002176028,35644,35978,37226,3.0,2.0,3.0
1002160743,37818,36124,36246,2.0,2.0,6.0
1002217326,37016,36486,37804,2.0,8.0,30.0
1002148854,37056,36454,36246,6.0,5.0,39.0
1002187872,37092,38484,37804,2.0,8.0,6.0
1002177015,37676,36424,37804,3.0,1.0,6.0
1002177344,477389,477389,36246,1.0,1.0,41.0
1002189972,37164,37974,35972,6.0,1.0,28.0
1002178158,35932,36082,36246,6.0,4.0,29.0
1002161780,37072,36404,37804,9.0,3.0,30.0
1002161785,37072,36404,37804,9.0,4.0,30.0
1002162037,37676,36424,37804,3.0,3.0,4.0
1002152281,37680,36486,37804,2.0,8.0,22.0
1002178926,37676,38480,37804,1.0,3.0,5.0
1002226758,38294,36424,37804,2.0,2.0,8.0
1002190483,35932,36024,36246,3.0,3.0,24.0
1002153118,37056,36454,36246,7.0,5.0,40.0
1002227536,35880,36326,38226,9.0,4.0,45.0
1002192595,36270,36350,37804,9.0,0.0,86.0
1002153175,35860,36216,37804,7.0,2.0,49.0
1002228294,35724,37606,36246,8.0,0.0,31.0
1002165998,37068,36396,37804,4.0,8.0,23.0
1002167172,37714,37930,37766,6.0,4.0,71.0
1002028529,35896,36326,38226,7.0,1.0,42.0
1002153370,38002,36564,36540,4.0,7.0,4.0
1002181643,35588,37452,35972,9.0,0.0,69.0
1002230773,37714,37930,37766,5.0,5.0,73.0
1002167636,38106,36028,38116,13.0,13.0,32.0
1002170357,38246,37582,37766,7.0,0.0,59.0
1002230872,35948,36108,36246,5.0,2.0,7.0
1002182519,35932,36036,36246,5.0,5.0,23.0
1002226329,37676,36424,37804,1.0,3.0,5.0
1002182712,37056,36446,36246,4.0,4.0,41.0
1002160486,38050,36454,36246,7.0,2.0,36.0
1002031501,37714,37930,37766,3.0,1.0,70.0
1002228390,37072,36404,37804,6.0,3.0,29.0
1002230565,37072,36404,37804,8.0,4.0,30.0
1002161055,37826,36164,36240,4.0,1.0,30.0
1002183413,38002,36564,36540,2.0,1.0,6.0
1002198413,35932,36082,36246,6.0,3.0,29.0
1002033178,38294,36424,37804,3.0,2.0,7.0
1002230618,37072,36404,37804,9.0,4.0,30.0
1002199021,37056,36446,36246,3.0,3.0,41.0
1002176857,37056,36454,36246,6.0,5.0,39.0
1002163475,37056,36446,36246,4.0,4.0,41.0
1002178691,37818,36124,36246,2.0,1.0,6.0
1002233186,36206,36152,37900,7.0,0.0,14.0
1002201190,37826,36164,36240,4.0,3.0,28.0
1002186693,37692,38328,37766,5.0,7.0,10.0
1002233481,37016,38098,37804,4.0,5.0,26.0
1002164504,37640,36048,36246,3.0,7.0,24.0
1002243819,37676,36424,37804,4.0,2.0,5.0
1002036933,37610,37610,36246,1.0,1.0,30.0
1002170292,38246,37582,37766,7.0,0.0,59.0
1002202392,477389,477389,36246,0.0,0.0,39.0
1002245884,37738,35966,38364,13.0,16.0,166.0
1002246832,37628,36232,36246,3.0,3.0,13.0
1002038375,35948,36168,36246,9.0,3.0,8.0
1002038396,37076,36400,37804,1.0,3.0,11.0
1002183423,38002,36564,36540,2.0,1.0,6.0
1002183954,37906,36020,38116,5.0,18.0,1.0
1002249528,37714,37930,37766,6.0,3.0,69.0
1002190188,36494,38042,36246,3.0,3.0,36.0
1002039808,35588,37448,37766,5.0,5.0,63.0
1002236803,37714,37930,37766,4.0,2.0,69.0
1002041022,37072,36404,37804,7.0,3.0,29.0
1002239293,37374,37196,38142,17.0,1.0,37.0
1002186688,37692,38328,37766,5.0,7.0,10.0
1002192328,35756,36132,36246,4.0,4.0,42.0
1002042432,35732,36128,36252,4.0,1.0,31.0
1002042726,38246,37582,37766,7.0,0.0,59.0
1002193426,35932,36082,36246,8.0,4.0,31.0
1002240642,36206,36152,36246,8.0,1.0,15.0
1002254116,35756,36132,36246,3.0,3.0,42.0
1002254193,37640,36048,36246,1.0,4.0,24.0
1002194358,37714,37452,35972,6.0,5.0,74.0
1002195842,35860,36216,36246,5.0,3.0,48.0
1002188310,487758,36136,36240,2.0,7.0,33.0
1002181567,38148,36432,36246,1.0,9.0,36.0
1002189328,37966,36216,37804,7.0,6.0,44.0
1002046837,38050,36432,36246,5.0,8.0,40.0
1002046858,38050,36432,36246,5.0,8.0,40.0
1002211814,35932,36024,36246,6.0,7.0,28.0
1002182784,37826,36164,36240,3.0,1.0,30.0
1002212823,37072,36404,37804,6.0,4.0,30.0
1002256938,37016,38098,37804,4.0,5.0,26.0
1002246721,38266,37272,38364,0.0,21.0,1.0
1002183434,38002,36564,36540,2.0,1.0,6.0
1002183715,37044,38042,36246,3.0,1.0,37.0
1002198535,37640,36036,36246,5.0,4.0,22.0
1002192257,35756,36132,36246,4.0,4.0,42.0
1002247250,36494,38042,36246,3.0,3.0,35.0
1002216879,35724,37648,36246,9.0,0.0,32.0
1002051763,37004,36866,38314,3.0,0.0,0.0
1002184706,37092,38484,37804,3.0,2.0,1.0
1002248375,36494,36494,36246,3.0,3.0,39.0
1002216916,37992,36428,37804,2.0,2.0,14.0
1002217008,37624,36036,36246,5.0,4.0,21.0
1002217011,37624,36036,36246,5.0,4.0,21.0
1002258546,37640,36036,36246,3.0,6.0,22.0
1002260184,38002,36564,36540,4.0,7.0,6.0
1002194409,37714,37452,35972,6.0,5.0,74.0
1002251553,36206,36152,36246,9.0,2.0,15.0
1002217074,37624,36036,36246,5.0,4.0,21.0
1002217343,37714,37930,37766,7.0,5.0,71.0
1002261325,38062,38152,36252,5.0,11.0,12.0
1002261894,38262,36262,38418,5.0,8.0,1.0
1002195636,37616,36378,38226,7.0,0.0,41.0
1002218379,35880,36378,38226,8.0,5.0,46.0
1002254408,37064,36404,37804,10.0,4.0,29.0
1002055395,37714,37930,37766,8.0,6.0,62.0
1002255424,37056,36454,36246,8.0,5.0,40.0
1002265122,38148,36432,36246,1.0,8.0,36.0
1002206924,37052,36450,36246,4.0,1.0,32.0
1002204900,37112,38480,37804,4.0,3.0,8.0
1002265596,38002,36564,36540,3.0,2.0,5.0
1000064063,37992,36400,37804,4.0,2.0,14.0
1000064108,37644,36152,37900,6.0,15.0,0.0
1002221732,37660,38336,35972,6.0,9.0,56.0
1002267557,38240,36168,36246,8.0,2.0,9.0
1002195637,37616,36378,38226,7.0,0.0,41.0
1002057561,37056,36446,36246,4.0,4.0,41.0
1002258728,37076,36400,37804,1.0,2.0,11.0
1002058630,35576,37430,35972,9.0,13.0,27.0
1002059077,35588,37448,37766,1.0,8.0,68.0
1002268079,36976,36822,37804,0.0,7.0,47.0
1002268359,37692,36564,37766,5.0,7.0,11.0
1002209267,38320,36424,37804,2.0,1.0,8.0
1002060598,37552,37298,38142,3.0,2.0,26.0
1002212697,37072,36404,37804,6.0,4.0,30.0
1002227887,37068,38098,37804,5.0,13.0,29.0
1002227893,35724,37648,36246,7.0,1.0,31.0
1002210004,37680,36486,37804,1.0,7.0,20.0
1002210889,37672,36416,37804,3.0,1.0,16.0
1002198770,35948,36168,36246,9.0,3.0,8.0
1002201853,37060,36428,37804,1.0,0.0,13.0
1002212244,36494,36494,36246,3.0,3.0,38.0
1002229186,35536,37282,35972,2.0,0.0,63.0
1002204449,38236,37594,37766,2.0,0.0,50.0
1002217002,37624,36036,36246,5.0,4.0,21.0
1002263033,35932,36024,36246,6.0,7.0,28.0
1002231823,37672,36416,37804,3.0,1.0,16.0
1002217066,37624,36036,36246,5.0,4.0,21.0
1002217067,37624,36036,36246,5.0,4.0,21.0
1002217080,37624,36036,36246,5.0,4.0,21.0
1002265436,38082,36396,37804,2.0,12.0,17.0
1002214399,37738,35966,38364,13.0,14.0,165.0
1002061146,37072,36404,37804,7.0,1.0,27.0
1002275580,35644,35978,37226,2.0,1.0,3.0
1002208438,37640,36036,36246,3.0,5.0,21.0
1002217123,37624,36036,36246,5.0,4.0,21.0
1002217124,37624,36036,36246,5.0,4.0,21.0
1002217211,37016,36486,37804,2.0,8.0,30.0
1002217065,37624,36036,36246,5.0,4.0,21.0
1002266839,35844,36280,38226,4.0,10.0,47.0
1002210330,37676,38484,37804,3.0,0.0,1.0
1002237591,37064,36438,37804,8.0,3.0,25.0
1002237822,38148,36082,36246,4.0,8.0,33.0
1002269302,36494,36494,36246,2.0,2.0,39.0
1002220476,37750,37434,37216,3.0,1.0,3.0
1002280710,36474,36490,36246,8.0,4.0,43.0
1002240639,36206,36152,36246,8.0,1.0,15.0
1002270059,35896,36326,38226,6.0,2.0,42.0
1002271723,35888,36172,36246,8.0,7.0,5.0
1002272539,36494,36494,36246,0.0,0.0,36.0
1002227450,36912,36638,36540,6.0,1.0,32.0
1002241258,37644,36152,37900,13.0,22.0,7.0
1002273131,35840,37620,36252,3.0,0.0,34.0
1002216918,35932,36024,36246,1.0,2.0,23.0
1002217064,37624,36036,36246,5.0,4.0,21.0
1002217070,37624,36036,36246,5.0,4.0,21.0
1002226492,37164,37974,35972,4.0,1.0,25.0
1002227471,36912,36638,36540,6.0,1.0,32.0
1002274373,35844,36280,38226,6.0,4.0,55.0
1002217076,37624,36036,36246,5.0,4.0,21.0
1002217086,37624,36036,36246,5.0,4.0,21.0
1002227794,37628,36232,36246,3.0,3.0,13.0
1002217095,37624,36036,36246,5.0,4.0,21.0
1002063900,37992,36428,37804,2.0,1.0,14.0
1002228252,37818,36124,36246,3.0,3.0,1.0
1002283762,37644,36152,37900,4.0,9.0,10.0
1002274942,37060,36428,37804,1.0,1.0,15.0
1002275576,35644,35978,37226,2.0,1.0,3.0
1002230227,35508,37452,35972,6.0,5.0,66.0
1002230684,37072,36404,37804,9.0,4.0,30.0
1002230610,37072,36404,37804,8.0,4.0,30.0
1002069356,38002,36564,36540,4.0,7.0,4.0
1002249114,37064,36442,37804,2.0,2.0,16.0
1002235129,37624,36036,36246,5.0,4.0,21.0
1002250303,35932,36036,36246,5.0,4.0,21.0
1002250307,35932,36036,36246,5.0,4.0,21.0
1002278295,37676,38484,37804,3.0,0.0,0.0
1002292577,37016,36486,37804,3.0,5.0,28.0
1002280443,37064,36442,37804,1.0,1.0,17.0
1002237892,38148,36082,36246,7.0,5.0,31.0
1002294563,37072,36404,37804,6.0,3.0,29.0
1002282154,38002,36564,36540,1.0,2.0,5.0
1002238356,37676,36424,37804,3.0,1.0,6.0
1002075898,38320,36424,37804,2.0,1.0,9.0
1002076192,36908,36698,36540,1.0,1.0,29.0
1002076196,36908,36698,36540,1.0,1.0,29.0
1002227573,35880,36326,38226,9.0,4.0,45.0
1002284251,35948,36108,36246,4.0,2.0,6.0
1002242525,38062,35986,36252,5.0,9.0,19.0
1002256792,37906,36020,38116,6.0,18.0,1.0
1002256793,37906,36020,38116,6.0,18.0,1.0
1002077870,37714,37930,37766,5.0,1.0,69.0
1002285020,38266,37272,38364,0.0,21.0,0.0
1002257011,37072,36404,37804,7.0,2.0,28.0
1002245345,35840,37620,36246,4.0,1.0,33.0
1002286540,37628,36056,36246,2.0,5.0,12.0
1002286560,37714,37930,37766,7.0,5.0,63.0
1002287511,37624,36036,36246,3.0,3.0,15.0
1002079526,38122,38152,37900,3.0,0.0,23.0
1002304123,37676,38480,37804,5.0,3.0,8.0
1002246774,37628,36190,36246,3.0,3.0,13.0
1002247130,35788,36190,36246,1.0,1.0,11.0
1002258549,37640,36036,36246,3.0,6.0,22.0
1002288736,37814,38350,36540,7.0,3.0,39.0
1002250302,35932,36036,36246,5.0,4.0,21.0
1002251492,36500,36506,37804,1.0,0.0,37.0
1002081321,38050,36454,36246,5.0,6.0,38.0
1002289015,37826,36164,36240,3.0,2.0,30.0
1002289386,35860,36112,36246,7.0,5.0,37.0
1002082218,37016,36486,37804,5.0,3.0,28.0
1002252887,35880,36326,38226,9.0,4.0,46.0
1002082496,38002,36564,36540,3.0,7.0,4.0
1002289389,35860,36112,36246,7.0,5.0,37.0
1002261188,38062,38152,36252,5.0,11.0,12.0
1002254161,37714,37930,37766,6.0,5.0,73.0
1002252481,38282,36104,36246,11.0,3.0,50.0
1002084793,37060,37992,37804,1.0,2.0,16.0
1002087259,37640,36048,36246,4.0,8.0,25.0
1002236893,35724,37606,36246,6.0,2.0,29.0
1002264228,37640,36036,36246,4.0,6.0,23.0
1002239267,35756,36132,36246,4.0,4.0,42.0
